Etapa,Componente Curricular,Descritor,Descrição da Habilidade ,Ciclos,Habilidades,Município,Previstos,Avaliados,Participação,Defasagem,Aprendizado intermediário,Aprendizado adequado,Acerto Total,Percentual de acertos
5 ANO,LÍNGUA PORTUGUESA,5EF14_P,Reconhecer o conflito gerador do enredo em narrativas ficcionais.,3,H 13,ITAITINGA,858.0,788.0,92,11,19,70,65,74.0
5 ANO,LÍNGUA PORTUGUESA,5EF14_P,Reconhecer o conflito gerador do enredo em narrativas ficcionais.,3,H 13,MARACANAU,361.0,77.0,21,18,19,62,61,72.0
5 ANO,LÍNGUA PORTUGUESA,5EF14_P,Reconhecer o conflito gerador do enredo em narrativas ficcionais.,3,H 13,MARANGUAPE,139.0,26.0,19,4,27,69,65,65.0
5 ANO,LÍNGUA PORTUGUESA,5EF14_P,Reconhecer o conflito gerador do enredo em narrativas ficcionais.,3,H 13,PACATUBA,82.0,0.0,0,0,0,0,0,
5 ANO,LÍNGUA PORTUGUESA,5EF15_P,Reconhecer o gênero de textos que circulam nos diferentes campos de atuação.,3,H 14,AQUIRAZ,986.0,969.0,98,9,16,76,71,82.0
5 ANO,LÍNGUA PORTUGUESA,5EF15_P,Reconhecer o gênero de textos que circulam nos diferentes campos de atuação.,3,H 14,CAUCAIA,3973.0,3389.0,85,14,26,60,61,76.0
5 ANO,LÍNGUA PORTUGUESA,5EF15_P,Reconhecer o gênero de textos que circulam nos diferentes campos de atuação.,3,H 14,EUSEBIO,1098.0,971.0,88,6,14,80,72,79.0
5 ANO,LÍNGUA PORTUGUESA,5EF15_P,Reconhecer o gênero de textos que circulam nos diferentes campos de atuação.,3,H 14,GUAIUBA,99.0,74.0,75,38,26,36,47,66.0
5 ANO,LÍNGUA PORTUGUESA,5EF15_P,Reconhecer o gênero de textos que circulam nos diferentes campos de atuação.,3,H 14,ITAITINGA,858.0,788.0,92,11,19,70,65,75.0
5 ANO,LÍNGUA PORTUGUESA,5EF15_P,Reconhecer o gênero de textos que circulam nos diferentes campos de atuação.,3,H 14,MARACANAU,361.0,77.0,21,18,19,62,61,68.0
5 ANO,LÍNGUA PORTUGUESA,5EF15_P,Reconhecer o gênero de textos que circulam nos diferentes campos de atuação.,3,H 14,MARANGUAPE,139.0,26.0,19,4,27,69,65,
5 ANO,LÍNGUA PORTUGUESA,5EF15_P,Reconhecer o gênero de textos que circulam nos diferentes campos de atuação.,3,H 14,PACATUBA,82.0,0.0,0,0,0,0,0,
5 ANO,LÍNGUA PORTUGUESA,5EF16_P,"Identificar a finalidade de textos dos campos de atuação da vida cotidiana, jornalístico midiático ou de estudos e pesquisas pela compreensão global.",3,H 15,AQUIRAZ,986.0,969.0,98,9,16,76,71,
5 ANO,LÍNGUA PORTUGUESA,5EF16_P,"Identificar a finalidade de textos dos campos de atuação da vida cotidiana, jornalístico midiático ou de estudos e pesquisas pela compreensão global.",3,H 15,CAUCAIA,3973.0,3389.0,85,14,26,60,61,0.0
5 ANO,LÍNGUA PORTUGUESA,5EF16_P,"Identificar a finalidade de textos dos campos de atuação da vida cotidiana, jornalístico midiático ou de estudos e pesquisas pela compreensão global.",3,H 15,EUSEBIO,1098.0,971.0,88,6,14,80,72,
5 ANO,LÍNGUA PORTUGUESA,5EF16_P,"Identificar a finalidade de textos dos campos de atuação da vida cotidiana, jornalístico midiático ou de estudos e pesquisas pela compreensão global.",3,H 15,GUAIUBA,99.0,74.0,75,38,26,36,47,
5 ANO,LÍNGUA PORTUGUESA,5EF16_P,"Identificar a finalidade de textos dos campos de atuação da vida cotidiana, jornalístico midiático ou de estudos e pesquisas pela compreensão global.",3,H 15,ITAITINGA,858.0,788.0,92,11,19,70,65,70.0
5 ANO,LÍNGUA PORTUGUESA,5EF16_P,"Identificar a finalidade de textos dos campos de atuação da vida cotidiana, jornalístico midiático ou de estudos e pesquisas pela compreensão global.",3,H 15,MARACANAU,361.0,77.0,21,18,19,62,61,68.0
5 ANO,LÍNGUA PORTUGUESA,5EF16_P,"Identificar a finalidade de textos dos campos de atuação da vida cotidiana, jornalístico midiático ou de estudos e pesquisas pela compreensão global.",3,H 15,MARANGUAPE,139.0,26.0,19,4,27,69,65,81.0
5 ANO,LÍNGUA PORTUGUESA,5EF16_P,"Identificar a finalidade de textos dos campos de atuação da vida cotidiana, jornalístico midiático ou de estudos e pesquisas pela compreensão global.",3,H 15,PACATUBA,82.0,0.0,0,0,0,0,0,
5 ANO,LÍNGUA PORTUGUESA,5EF17_P,Identificar a finalidade de textos dramáticos.,3,H 16,AQUIRAZ,986.0,969.0,98,9,16,76,71,75.0
5 ANO,LÍNGUA PORTUGUESA,5EF17_P,Identificar a finalidade de textos dramáticos.,3,H 16,CAUCAIA,3973.0,3389.0,85,14,26,60,61,67.0
5 ANO,LÍNGUA PORTUGUESA,5EF17_P,Identificar a finalidade de textos dramáticos.,3,H 16,EUSEBIO,1098.0,971.0,88,6,14,80,72,75.0
5 ANO,LÍNGUA PORTUGUESA,5EF17_P,Identificar a finalidade de textos dramáticos.,3,H 16,GUAIUBA,99.0,74.0,75,38,26,36,47,43.0
5 ANO,LÍNGUA PORTUGUESA,5EF17_P,Identificar a finalidade de textos dramáticos.,3,H 16,ITAITINGA,858.0,788.0,92,11,19,70,65,64.0
5 ANO,LÍNGUA PORTUGUESA,5EF17_P,Identificar a finalidade de textos dramáticos.,3,H 16,MARACANAU,361.0,77.0,21,18,19,62,61,5.0
5 ANO,LÍNGUA PORTUGUESA,5EF17_P,Identificar a finalidade de textos dramáticos.,3,H 16,MARANGUAPE,139.0,26.0,19,4,27,69,65,62.0
5 ANO,LÍNGUA PORTUGUESA,5EF17_P,Identificar a finalidade de textos dramáticos.,3,H 16,PACATUBA,82.0,0.0,0,0,0,0,0,
5 ANO,LÍNGUA PORTUGUESA,5EF18_P,Reconhecer o efeito de sentido produzido pela diagramação das letras na página em poemas visuais.,3,H 17,AQUIRAZ,986.0,969.0,98,9,16,76,71,73.0
5 ANO,LÍNGUA PORTUGUESA,5EF18_P,Reconhecer o efeito de sentido produzido pela diagramação das letras na página em poemas visuais.,3,H 17,CAUCAIA,3973.0,3389.0,85,14,26,60,61,61.0
5 ANO,LÍNGUA PORTUGUESA,5EF18_P,Reconhecer o efeito de sentido produzido pela diagramação das letras na página em poemas visuais.,3,H 17,EUSEBIO,1098.0,971.0,88,6,14,80,72,74.0
5 ANO,LÍNGUA PORTUGUESA,5EF18_P,Reconhecer o efeito de sentido produzido pela diagramação das letras na página em poemas visuais.,3,H 17,GUAIUBA,99.0,74.0,75,38,26,36,47,38.0
5 ANO,LÍNGUA PORTUGUESA,5EF18_P,Reconhecer o efeito de sentido produzido pela diagramação das letras na página em poemas visuais.,3,H 17,ITAITINGA,858.0,788.0,92,11,19,70,65,61.0
5 ANO,LÍNGUA PORTUGUESA,5EF18_P,Reconhecer o efeito de sentido produzido pela diagramação das letras na página em poemas visuais.,3,H 17,MARACANAU,361.0,77.0,21,18,19,62,61,61.0
5 ANO,LÍNGUA PORTUGUESA,5EF18_P,Reconhecer o efeito de sentido produzido pela diagramação das letras na página em poemas visuais.,3,H 17,MARANGUAPE,139.0,26.0,19,4,27,69,65,58.0
5 ANO,LÍNGUA PORTUGUESA,5EF18_P,Reconhecer o efeito de sentido produzido pela diagramação das letras na página em poemas visuais.,3,H 17,PACATUBA,82.0,0.0,0,0,0,0,0,
5 ANO,LÍNGUA PORTUGUESA,5EF19_P,"Reconhecer o efeito de sentido do uso de aspas, reticências e parênteses em textos de diferentes gêneros.",3,H 18,AQUIRAZ,986.0,969.0,98,9,16,76,71,78.0
5 ANO,LÍNGUA PORTUGUESA,5EF19_P,"Reconhecer o efeito de sentido do uso de aspas, reticências e parênteses em textos de diferentes gêneros.",3,H 18,CAUCAIA,3973.0,3389.0,85,14,26,60,61,71.0
5 ANO,LÍNGUA PORTUGUESA,5EF19_P,"Reconhecer o efeito de sentido do uso de aspas, reticências e parênteses em textos de diferentes gêneros.",3,H 18,EUSEBIO,1098.0,971.0,88,6,14,80,72,76.0
5 ANO,LÍNGUA PORTUGUESA,5EF19_P,"Reconhecer o efeito de sentido do uso de aspas, reticências e parênteses em textos de diferentes gêneros.",3,H 18,GUAIUBA,99.0,74.0,75,38,26,36,47,52.0
5 ANO,LÍNGUA PORTUGUESA,5EF19_P,"Reconhecer o efeito de sentido do uso de aspas, reticências e parênteses em textos de diferentes gêneros.",3,H 18,ITAITINGA,858.0,788.0,92,11,19,70,65,74.0
5 ANO,LÍNGUA PORTUGUESA,5EF19_P,"Reconhecer o efeito de sentido do uso de aspas, reticências e parênteses em textos de diferentes gêneros.",3,H 18,MARACANAU,361.0,77.0,21,18,19,62,61,57.0
5 ANO,LÍNGUA PORTUGUESA,5EF19_P,"Reconhecer o efeito de sentido do uso de aspas, reticências e parênteses em textos de diferentes gêneros.",3,H 18,MARANGUAPE,139.0,26.0,19,4,27,69,65,73.0
5 ANO,LÍNGUA PORTUGUESA,5EF19_P,"Reconhecer o efeito de sentido do uso de aspas, reticências e parênteses em textos de diferentes gêneros.",3,H 18,PACATUBA,82.0,0.0,0,0,0,0,0,
5 ANO,LÍNGUA PORTUGUESA,5EF21_P,Reconhecer relações lógico-discursivas marcadas por conjunções mais usuais em textos de diferentes gêneros.,3,H 19,AQUIRAZ,986.0,969.0,98,9,16,76,71,48.0
5 ANO,LÍNGUA PORTUGUESA,5EF21_P,Reconhecer relações lógico-discursivas marcadas por conjunções mais usuais em textos de diferentes gêneros.,3,H 19,CAUCAIA,3973.0,3389.0,85,14,26,60,61,35.0
5 ANO,LÍNGUA PORTUGUESA,5EF21_P,Reconhecer relações lógico-discursivas marcadas por conjunções mais usuais em textos de diferentes gêneros.,3,H 19,EUSEBIO,1098.0,971.0,88,6,14,80,72,55.0
5 ANO,LÍNGUA PORTUGUESA,5EF21_P,Reconhecer relações lógico-discursivas marcadas por conjunções mais usuais em textos de diferentes gêneros.,3,H 19,GUAIUBA,99.0,74.0,75,38,26,36,47,11.0
5 ANO,LÍNGUA PORTUGUESA,5EF21_P,Reconhecer relações lógico-discursivas marcadas por conjunções mais usuais em textos de diferentes gêneros.,3,H 19,ITAITINGA,858.0,788.0,92,11,19,70,65,44.0
5 ANO,LÍNGUA PORTUGUESA,5EF21_P,Reconhecer relações lógico-discursivas marcadas por conjunções mais usuais em textos de diferentes gêneros.,3,H 19,MARACANAU,361.0,77.0,21,18,19,62,61,43.0
5 ANO,LÍNGUA PORTUGUESA,5EF21_P,Reconhecer relações lógico-discursivas marcadas por conjunções mais usuais em textos de diferentes gêneros.,3,H 19,MARANGUAPE,139.0,26.0,19,4,27,69,65,38.0
5 ANO,LÍNGUA PORTUGUESA,5EF21_P,Reconhecer relações lógico-discursivas marcadas por conjunções mais usuais em textos de diferentes gêneros.,3,H 19,PACATUBA,82.0,0.0,0,0,0,0,0,
5 ANO,LÍNGUA PORTUGUESA,5EF22_P,Identificar o referente de pronomes pessoais do caso reto (anafórico) com referente próximo ou saliente (tópico do texto) ou de substituições lexicais (substantivos por sinônimos) em textos de dife...,3,H 20,AQUIRAZ,986.0,969.0,98,9,16,76,71,83.0
5 ANO,LÍNGUA PORTUGUESA,5EF22_P,Identificar o referente de pronomes pessoais do caso reto (anafórico) com referente próximo ou saliente (tópico do texto) ou de substituições lexicais (substantivos por sinônimos) em textos de dife...,3,H 20,CAUCAIA,3973.0,3389.0,85,14,26,60,61,71.0
5 ANO,LÍNGUA PORTUGUESA,5EF22_P,Identificar o referente de pronomes pessoais do caso reto (anafórico) com referente próximo ou saliente (tópico do texto) ou de substituições lexicais (substantivos por sinônimos) em textos de dife...,3,H 20,EUSEBIO,1098.0,971.0,88,6,14,80,72,85.0
5 ANO,LÍNGUA PORTUGUESA,5EF22_P,Identificar o referente de pronomes pessoais do caso reto (anafórico) com referente próximo ou saliente (tópico do texto) ou de substituições lexicais (substantivos por sinônimos) em textos de dife...,3,H 20,GUAIUBA,99.0,74.0,75,38,26,36,47,51.0
5 ANO,LÍNGUA PORTUGUESA,5EF22_P,Identificar o referente de pronomes pessoais do caso reto (anafórico) com referente próximo ou saliente (tópico do texto) ou de substituições lexicais (substantivos por sinônimos) em textos de dife...,3,H 20,ITAITINGA,858.0,788.0,92,11,19,70,65,78.0
5 ANO,LÍNGUA PORTUGUESA,5EF22_P,Identificar o referente de pronomes pessoais do caso reto (anafórico) com referente próximo ou saliente (tópico do texto) ou de substituições lexicais (substantivos por sinônimos) em textos de dife...,3,H 20,MARACANAU,361.0,77.0,21,18,19,62,61,62.0
5 ANO,LÍNGUA PORTUGUESA,5EF22_P,Identificar o referente de pronomes pessoais do caso reto (anafórico) com referente próximo ou saliente (tópico do texto) ou de substituições lexicais (substantivos por sinônimos) em textos de dife...,3,H 20,MARANGUAPE,139.0,26.0,19,4,27,69,65,
5 ANO,LÍNGUA PORTUGUESA,5EF22_P,Identificar o referente de pronomes pessoais do caso reto (anafórico) com referente próximo ou saliente (tópico do texto) ou de substituições lexicais (substantivos por sinônimos) em textos de dife...,3,H 20,PACATUBA,82.0,0.0,0,0,0,0,0,
5 ANO,LÍNGUA PORTUGUESA,5EF23_P,"Identificar o referente de uma expressão nominal com pronome adjetivo (possessivo, demonstrativo, indefinido) ou de elipses.",3,H 21,AQUIRAZ,986.0,969.0,98,9,16,76,71,68.0
5 ANO,LÍNGUA PORTUGUESA,5EF23_P,"Identificar o referente de uma expressão nominal com pronome adjetivo (possessivo, demonstrativo, indefinido) ou de elipses.",3,H 21,CAUCAIA,3973.0,3389.0,85,14,26,60,61,55.0
5 ANO,LÍNGUA PORTUGUESA,5EF23_P,"Identificar o referente de uma expressão nominal com pronome adjetivo (possessivo, demonstrativo, indefinido) ou de elipses.",3,H 21,EUSEBIO,1098.0,971.0,88,6,14,80,72,76.0
5 ANO,LÍNGUA PORTUGUESA,5EF23_P,"Identificar o referente de uma expressão nominal com pronome adjetivo (possessivo, demonstrativo, indefinido) ou de elipses.",3,H 21,GUAIUBA,99.0,74.0,75,38,26,36,47,53.0
5 ANO,LÍNGUA PORTUGUESA,5EF23_P,"Identificar o referente de uma expressão nominal com pronome adjetivo (possessivo, demonstrativo, indefinido) ou de elipses.",3,H 21,ITAITINGA,858.0,788.0,92,11,19,70,65,61.0
5 ANO,LÍNGUA PORTUGUESA,5EF23_P,"Identificar o referente de uma expressão nominal com pronome adjetivo (possessivo, demonstrativo, indefinido) ou de elipses.",3,H 21,MARACANAU,361.0,77.0,21,18,19,62,61,39.0
5 ANO,LÍNGUA PORTUGUESA,5EF23_P,"Identificar o referente de uma expressão nominal com pronome adjetivo (possessivo, demonstrativo, indefinido) ou de elipses.",3,H 21,MARANGUAPE,139.0,26.0,19,4,27,69,65,52.0
5 ANO,LÍNGUA PORTUGUESA,5EF23_P,"Identificar o referente de uma expressão nominal com pronome adjetivo (possessivo, demonstrativo, indefinido) ou de elipses.",3,H 21,PACATUBA,82.0,0.0,0,0,0,0,0,
5 ANO,MATEMÁTICA,3EF04_M,Identificar o valor posicional de um algarismo em um número natural formado por até quatro algarismos.,1,H 01,CAUCAIA,2255.0,0.0,0,0,0,0,0,
5 ANO,MATEMÁTICA,3EF04_M,Identificar o valor posicional de um algarismo em um número natural formado por até quatro algarismos.,1,H 01,EUSEBIO,940.0,14.0,1,7,14,79,78,
5 ANO,MATEMÁTICA,3EF04_M,Identificar o valor posicional de um algarismo em um número natural formado por até quatro algarismos.,1,H 01,ITAITINGA,448.0,0.0,0,0,0,0,0,
5 ANO,MATEMÁTICA,3EF04_M,Identificar o valor posicional de um algarismo em um número natural formado por até quatro algarismos.,1,H 01,MARACANAU,41.0,0.0,0,0,0,0,0,
5 ANO,MATEMÁTICA,3EF04_M,Identificar o valor posicional de um algarismo em um número natural formado por até quatro algarismos.,1,H 01,MARANGUAPE,81.0,0.0,0,0,0,0,0,
5 ANO,MATEMÁTICA,3EF07_M,"Utilizar a operação de adição entre números naturais, formados por até quatro algarismos, envolvendo o significado de juntar ou de acrescentar, na resolução de problema.",1,H 02,CAUCAIA,2255.0,0.0,0,0,0,0,0,
5 ANO,MATEMÁTICA,3EF07_M,"Utilizar a operação de adição entre números naturais, formados por até quatro algarismos, envolvendo o significado de juntar ou de acrescentar, na resolução de problema.",1,H 02,EUSEBIO,940.0,14.0,1,7,14,79,78,
5 ANO,MATEMÁTICA,3EF07_M,"Utilizar a operação de adição entre números naturais, formados por até quatro algarismos, envolvendo o significado de juntar ou de acrescentar, na resolução de problema.",1,H 02,ITAITINGA,448.0,0.0,0,0,0,0,0,
5 ANO,MATEMÁTICA,3EF07_M,"Utilizar a operação de adição entre números naturais, formados por até quatro algarismos, envolvendo o significado de juntar ou de acrescentar, na resolução de problema.",1,H 02,MARACANAU,41.0,0.0,0,0,0,0,0,
5 ANO,MATEMÁTICA,3EF07_M,"Utilizar a operação de adição entre números naturais, formados por até quatro algarismos, envolvendo o significado de juntar ou de acrescentar, na resolução de problema.",1,H 02,MARANGUAPE,81.0,0.0,0,0,0,0,0,
5 ANO,MATEMÁTICA,3EF14_M,"Reconhecer figuras geométricas planas (triângulo, quadrado, retângulo, trapézio ou paralelogramo) desenhadas em diferentes disposições.",1,H 03,CAUCAIA,2255.0,0.0,0,0,0,0,0,
5 ANO,MATEMÁTICA,3EF14_M,"Reconhecer figuras geométricas planas (triângulo, quadrado, retângulo, trapézio ou paralelogramo) desenhadas em diferentes disposições.",1,H 03,EUSEBIO,940.0,14.0,1,7,14,79,78,
5 ANO,MATEMÁTICA,3EF14_M,"Reconhecer figuras geométricas planas (triângulo, quadrado, retângulo, trapézio ou paralelogramo) desenhadas em diferentes disposições.",1,H 03,ITAITINGA,448.0,0.0,0,0,0,0,0,
5 ANO,MATEMÁTICA,3EF14_M,"Reconhecer figuras geométricas planas (triângulo, quadrado, retângulo, trapézio ou paralelogramo) desenhadas em diferentes disposições.",1,H 03,MARACANAU,41.0,0.0,0,0,0,0,0,
5 ANO,MATEMÁTICA,3EF14_M,"Reconhecer figuras geométricas planas (triângulo, quadrado, retângulo, trapézio ou paralelogramo) desenhadas em diferentes disposições.",1,H 03,MARANGUAPE,81.0,0.0,0,0,0,0,0,
5 ANO,MATEMÁTICA,3EF17_M,Interpretar dados estatísticos dispostos em tabelas de dupla entrada.,1,H 04,CAUCAIA,2255.0,0.0,0,0,0,0,0,
5 ANO,MATEMÁTICA,3EF17_M,Interpretar dados estatísticos dispostos em tabelas de dupla entrada.,1,H 04,EUSEBIO,940.0,14.0,1,7,14,79,78,
5 ANO,MATEMÁTICA,3EF17_M,Interpretar dados estatísticos dispostos em tabelas de dupla entrada.,1,H 04,ITAITINGA,448.0,0.0,0,0,0,0,0,
5 ANO,MATEMÁTICA,3EF17_M,Interpretar dados estatísticos dispostos em tabelas de dupla entrada.,1,H 04,MARACANAU,41.0,0.0,0,0,0,0,0,
5 ANO,MATEMÁTICA,3EF17_M,Interpretar dados estatísticos dispostos em tabelas de dupla entrada.,1,H 04,MARANGUAPE,81.0,0.0,0,0,0,0,0,
5 ANO,MATEMÁTICA,4EF07_M,"Utilizar a operação de multiplicação entre números naturais, formados por até quatro algarismos, envolvendo o significado de adição de parcelas iguais, de organização retangular ou de proporcionali...",1,H 05,CAUCAIA,2255.0,0.0,0,0,0,0,0,
5 ANO,MATEMÁTICA,4EF07_M,"Utilizar a operação de multiplicação entre números naturais, formados por até quatro algarismos, envolvendo o significado de adição de parcelas iguais, de organização retangular ou de proporcionali...",1,H 05,EUSEBIO,940.0,14.0,1,7,14,79,78,
5 ANO,MATEMÁTICA,4EF07_M,"Utilizar a operação de multiplicação entre números naturais, formados por até quatro algarismos, envolvendo o significado de adição de parcelas iguais, de organização retangular ou de proporcionali...",1,H 05,ITAITINGA,448.0,0.0,0,0,0,0,0,
5 ANO,MATEMÁTICA,4EF07_M,"Utilizar a operação de multiplicação entre números naturais, formados por até quatro algarismos, envolvendo o significado de adição de parcelas iguais, de organização retangular ou de proporcionali...",1,H 05,MARACANAU,41.0,0.0,0,0,0,0,0,
5 ANO,MATEMÁTICA,4EF07_M,"Utilizar a operação de multiplicação entre números naturais, formados por até quatro algarismos, envolvendo o significado de adição de parcelas iguais, de organização retangular ou de proporcionali...",1,H 05,MARANGUAPE,81.0,0.0,0,0,0,0,0,
5 ANO,MATEMÁTICA,4EF09_M,"Utilizar a operação de divisão de um número natural, formado por até quatro algarismos, por outro, formado por até dois algarismos, envolvendo o significado de repartição equitativa ou de medida, n...",1,H 06,CAUCAIA,2255.0,0.0,0,0,0,0,0,
5 ANO,MATEMÁTICA,4EF09_M,"Utilizar a operação de divisão de um número natural, formado por até quatro algarismos, por outro, formado por até dois algarismos, envolvendo o significado de repartição equitativa ou de medida, n...",1,H 06,EUSEBIO,940.0,14.0,1,7,14,79,78,
5 ANO,MATEMÁTICA,4EF09_M,"Utilizar a operação de divisão de um número natural, formado por até quatro algarismos, por outro, formado por até dois algarismos, envolvendo o significado de repartição equitativa ou de medida, n...",1,H 06,ITAITINGA,448.0,0.0,0,0,0,0,0,
5 ANO,MATEMÁTICA,4EF09_M,"Utilizar a operação de divisão de um número natural, formado por até quatro algarismos, por outro, formado por até dois algarismos, envolvendo o significado de repartição equitativa ou de medida, n...",1,H 06,MARACANAU,41.0,0.0,0,0,0,0,0,
5 ANO,MATEMÁTICA,4EF09_M,"Utilizar a operação de divisão de um número natural, formado por até quatro algarismos, por outro, formado por até dois algarismos, envolvendo o significado de repartição equitativa ou de medida, n...",1,H 06,MARANGUAPE,81.0,0.0,0,0,0,0,0,
5 ANO,MATEMÁTICA,4EF11_M,"Medir área de figuras planas, desenhadas em malha quadriculada, cujos lados se posicionam sobre linhas de grade da malha.",1,H 07,CAUCAIA,2255.0,0.0,0,0,0,0,0,
5 ANO,MATEMÁTICA,4EF11_M,"Medir área de figuras planas, desenhadas em malha quadriculada, cujos lados se posicionam sobre linhas de grade da malha.",1,H 07,EUSEBIO,940.0,14.0,1,7,14,79,78,
5 ANO,MATEMÁTICA,4EF11_M,"Medir área de figuras planas, desenhadas em malha quadriculada, cujos lados se posicionam sobre linhas de grade da malha.",1,H 07,ITAITINGA,448.0,0.0,0,0,0,0,0,
5 ANO,MATEMÁTICA,4EF11_M,"Medir área de figuras planas, desenhadas em malha quadriculada, cujos lados se posicionam sobre linhas de grade da malha.",1,H 07,MARACANAU,41.0,0.0,0,0,0,0,0,
5 ANO,MATEMÁTICA,4EF11_M,"Medir área de figuras planas, desenhadas em malha quadriculada, cujos lados se posicionam sobre linhas de grade da malha.",1,H 07,MARANGUAPE,81.0,0.0,0,0,0,0,0,
5 ANO,MATEMÁTICA,5EF01_M,"Comparar números racionais positivos, em representação fracionária com denominadores iguais, indicando o menor, o maior, a ordenação crescente ou a decrescente deles.",1,H 08,CAUCAIA,2255.0,0.0,0,0,0,0,0,
5 ANO,MATEMÁTICA,5EF01_M,"Comparar números racionais positivos, em representação fracionária com denominadores iguais, indicando o menor, o maior, a ordenação crescente ou a decrescente deles.",1,H 08,EUSEBIO,940.0,14.0,1,7,14,79,78,
5 ANO,MATEMÁTICA,5EF01_M,"Comparar números racionais positivos, em representação fracionária com denominadores iguais, indicando o menor, o maior, a ordenação crescente ou a decrescente deles.",1,H 08,ITAITINGA,448.0,0.0,0,0,0,0,0,
5 ANO,MATEMÁTICA,5EF01_M,"Comparar números racionais positivos, em representação fracionária com denominadores iguais, indicando o menor, o maior, a ordenação crescente ou a decrescente deles.",1,H 08,MARACANAU,41.0,0.0,0,0,0,0,0,
5 ANO,MATEMÁTICA,5EF01_M,"Comparar números racionais positivos, em representação fracionária com denominadores iguais, indicando o menor, o maior, a ordenação crescente ou a decrescente deles.",1,H 08,MARANGUAPE,81.0,0.0,0,0,0,0,0,
5 ANO,MATEMÁTICA,5EF02_M,Representar fração associada ao significado de parte de um todo.,1,H 09,CAUCAIA,2255.0,0.0,0,0,0,0,0,
5 ANO,MATEMÁTICA,5EF02_M,Representar fração associada ao significado de parte de um todo.,1,H 09,EUSEBIO,940.0,14.0,1,7,14,79,78,
5 ANO,MATEMÁTICA,5EF02_M,Representar fração associada ao significado de parte de um todo.,1,H 09,ITAITINGA,448.0,0.0,0,0,0,0,0,
5 ANO,MATEMÁTICA,5EF02_M,Representar fração associada ao significado de parte de um todo.,1,H 09,MARACANAU,41.0,0.0,0,0,0,0,0,
5 ANO,MATEMÁTICA,5EF02_M,Representar fração associada ao significado de parte de um todo.,1,H 09,MARANGUAPE,81.0,0.0,0,0,0,0,0,
5 ANO,MATEMÁTICA,5EF03_M,"Identificar objeto ou sua localização em representação no plano, referenciada por linhas e colunas.",1,H 10,CAUCAIA,2255.0,0.0,0,0,0,0,0,
5 ANO,MATEMÁTICA,5EF03_M,"Identificar objeto ou sua localização em representação no plano, referenciada por linhas e colunas.",1,H 10,EUSEBIO,940.0,14.0,1,7,14,79,78,
5 ANO,MATEMÁTICA,5EF03_M,"Identificar objeto ou sua localização em representação no plano, referenciada por linhas e colunas.",1,H 10,ITAITINGA,448.0,0.0,0,0,0,0,0,
5 ANO,MATEMÁTICA,5EF03_M,"Identificar objeto ou sua localização em representação no plano, referenciada por linhas e colunas.",1,H 10,MARACANAU,41.0,0.0,0,0,0,0,0,
5 ANO,MATEMÁTICA,5EF03_M,"Identificar objeto ou sua localização em representação no plano, referenciada por linhas e colunas.",1,H 10,MARANGUAPE,81.0,0.0,0,0,0,0,0,
5 ANO,MATEMÁTICA,5EF04_M,"Corresponder figuras geométricas espaciais (cilindro, cone, prisma ou pirâmide) à uma de suas planificações.",1,H 11,CAUCAIA,2255.0,0.0,0,0,0,0,0,
5 ANO,MATEMÁTICA,5EF04_M,"Corresponder figuras geométricas espaciais (cilindro, cone, prisma ou pirâmide) à uma de suas planificações.",1,H 11,EUSEBIO,940.0,14.0,1,7,14,79,78,
5 ANO,MATEMÁTICA,5EF04_M,"Corresponder figuras geométricas espaciais (cilindro, cone, prisma ou pirâmide) à uma de suas planificações.",1,H 11,ITAITINGA,448.0,0.0,0,0,0,0,0,
5 ANO,MATEMÁTICA,5EF04_M,"Corresponder figuras geométricas espaciais (cilindro, cone, prisma ou pirâmide) à uma de suas planificações.",1,H 11,MARACANAU,41.0,0.0,0,0,0,0,0,
5 ANO,MATEMÁTICA,5EF04_M,"Corresponder figuras geométricas espaciais (cilindro, cone, prisma ou pirâmide) à uma de suas planificações.",1,H 11,MARANGUAPE,81.0,0.0,0,0,0,0,0,
5 ANO,MATEMÁTICA,5EF05_M,"Reconhecer polígonos em relação à quantidade de lados, vértices ou ângulos.",1,H 12,CAUCAIA,2255.0,0.0,0,0,0,0,0,
5 ANO,MATEMÁTICA,5EF05_M,"Reconhecer polígonos em relação à quantidade de lados, vértices ou ângulos.",1,H 12,EUSEBIO,940.0,14.0,1,7,14,79,78,
5 ANO,MATEMÁTICA,5EF05_M,"Reconhecer polígonos em relação à quantidade de lados, vértices ou ângulos.",1,H 12,ITAITINGA,448.0,0.0,0,0,0,0,0,
5 ANO,MATEMÁTICA,5EF05_M,"Reconhecer polígonos em relação à quantidade de lados, vértices ou ângulos.",1,H 12,MARACANAU,41.0,0.0,0,0,0,0,0,
5 ANO,MATEMÁTICA,5EF05_M,"Reconhecer polígonos em relação à quantidade de lados, vértices ou ângulos.",1,H 12,MARANGUAPE,81.0,0.0,0,0,0,0,0,
5 ANO,MATEMÁTICA,5EF06_M,"Converter unidades de medida padronizadas mais usuais das grandezas comprimento, massa, tempo ou capacidade.",1,H 13,CAUCAIA,2255.0,0.0,0,0,0,0,0,
5 ANO,MATEMÁTICA,5EF06_M,"Converter unidades de medida padronizadas mais usuais das grandezas comprimento, massa, tempo ou capacidade.",1,H 13,EUSEBIO,940.0,14.0,1,7,14,79,78,
