ANO;CAMPOS DE ATUAÇÃO;PRÁTICAS DE LINGUAGEM;OBJETOS DE CONHECIMENTO;OBJETOS ESPECÍFICOS;HABILIDADES;RELAÇÃO DENTRO DO PRÓPRIO COMPONENTE;RELAÇÃO ENTRE COMPONENTES;COMPETÊNCIAS ESPECÍFICAS
7º;CAMPO JORNALÍSTICO/ MIDIÁTICO;Leitura;"Distinção dos Reconstrução do contexto de produção, circulação e
recepção de textos Caracterização do campo jornalístico e relação entre
os gêneros em circulação, mídias e práticas da cultura digital";Distinção das diferentes propostas editoriais – sensacionalismo, jorna- lismo investigativo etc. –, de forma a identificar os recursos utilizados para impactar/chocar o leitor que podem comprometer uma análise crítica da notícia e do fato noticiado.;(EF07LP01) Distinguir diferentes propostas editoriais – sensaciona- lismo, jornalismo investigativo etc. –, de forma a identificar os recur- sos utilizados para impactar/chocar o leitor que podem comprometer uma análise crítica da notícia e do fato noticiado.;;;Reconhecer o texto como lugar de manifes- tação e negociação de sentidos, valores e ideologias.
7º;CAMPO JORNALÍSTICO/ MIDIÁTICO;Leitura;"Reconstrução do contexto de produção, circulação e
recepção de textos Caracterização do campo jornalístico e relação entre
os gêneros em circulação, mídias e práticas da cultura digital";"Comparação de notícias e reportagens sobre um mesmo fato divulgadas
em diferentes mídias, analisando as especificidades das mídias, os proces- sos de (re)elaboração dos textos e a convergência das mídias em notícias ou reportagens multissemióticas.";"(EF07LP02) Comparar notícias e reportagens sobre um mesmo fato divulgadas em diferentes mídias, analisando as especificidades
das mídias, os processos de (re) elaboração dos textos e a conver- gência das mídias em notícias ou reportagens multissemióticas.";;;Reconhecer o texto como lugar de manifes- tação e negociação de sentidos, valores e ideologias.
7º;TODOS OS CAMPOS DE ATUAÇÃO;Análise linguísti- ca/semiótica;Léxico/morfologia;Formação com base em palavras primitivas, de palavras derivadas com os prefixos e sufixos mais produtivos no português.;"(EF07LP03) Formar, com base em palavras primitivas, palavras
derivadas com os prefixos e sufixos mais produtivos no português.";;;Apropriar-se da linguagem escrita, reco- nhecendo-a como forma de interação nos diferentes campos de atuação na vida social e utilizando-a para ampliar suas possibilidades de participar da cultura letrada de construir conhecimentos (inclusive escolares), e de se envolver com maior autonomia e protagonismo na vida social.
7º;TODOS OS CAMPOS DE ATUAÇÃO;Análise linguísti- ca/semiótica;Morfossintaxe;Reconhecimento, em textos, do verbo como núcleo da oração em textos diversos.;(EF07LP04) Reconhecer, em textos, o verbo como o núcleo das orações.;;;Apropriar-se da linguagem escrita, reco- nhecendo-a como forma de interação nos diferentes campos de atuação na vida social e utilizando-a para ampliar suas possibilidades de participar da cultura letrada de construir conhecimentos (inclusive escolares), e de se envolver com maior autonomia e protagonismo na vida social.
7º;TODOS OS CAMPOS DE ATUAÇÃO;Análise linguísti- ca/semiótica;Morfossintaxe;Identificação, em orações de textos lidos ou de produção própria, de verbos com predicação completa e incompleta: intransitivos e transitivos.;(EF07LP05) Identificar, em orações de textos lidos ou de produção própria, verbos de predicação completa e incompleta: intransiti- vos e transitivos.;;;Apropriar-se da linguagem escrita, reco- nhecendo-a como forma de interação nos diferentes campos de atuação na vida social e utilizando-a para ampliar suas possibilidades de participar da cultura letrada de construir conhecimentos (inclusive escolares), e de se envolver com maior autonomia e protagonismo na vida social.
7º;TODOS OS CAMPOS DE ATUAÇÃO;Análise linguísti- ca/semiótica;Morfossintaxe;Emprego de regras básicas de concor- dância nominal e verbal em situações comunicativas e na produção de textos.;(EF07LP06) Empregar as regras básicas de concordância nominal e verbal em situações comunicativas e na produção de textos.;;;Apropriar-se da linguagem escrita, reco- nhecendo-a como forma de interação nos diferentes campos de atuação na vida social e utilizando-a para ampliar suas possibilidades de participar da cultura letrada de construir conhecimentos (inclusive escolares), e de se envolver com maior autonomia e protagonismo na vida social.
7º;TODOS OS CAMPOS DE ATUAÇÃO;Análise linguísti- ca/semiótica;Morfossintaxe;Identificação, em textos lidos ou de produção própria, da estrutura básica da oração: sujeito, predicado, comple- mento (objetos direto e indireto).;(EF07LP07) Identificar, em textos lidos ou de produção própria, a estrutura básica da oração: sujeito, predicado, complemento (objetos direto e indireto).;;;Apropriar-se da linguagem escrita, reco- nhecendo-a como forma de interação nos diferentes campos de atuação na vida social e utilizando-a para ampliar suas possibilidades de participar da cultura letrada de construir conhecimentos (inclusive escolares), e de se envolver com maior autonomia e protagonismo na vida social.
7º;TODOS OS CAMPOS DE ATUAÇÃO;Análise linguísti- ca/semiótica;Morfossintaxe;Identificação, em textos lidos ou de produção própria, de adjetivos que ampliam o sentido do substantivo sujeito ou complemento verbal.;(EF07LP08) Identificar, em textos lidos ou de produção própria, adjetivos que ampliam o sentido do substantivo sujeito ou comple- mento verbal.;;;Apropriar-se da linguagem escrita, reco- nhecendo-a como forma de interação nos diferentes campos de atuação na vida social e utilizando-a para ampliar suas possibilidades de participar da cultura letrada de construir conhecimentos (inclusive escolares), e de se envolver com maior autonomia e protagonismo na vida social.
7º;TODOS OS CAMPOS DE ATUAÇÃO;Análise linguísti- ca/semiótica;Morfossintaxe;Identificação, em textos lidos ou de produção própria, de advérbios e locuções adverbiais que ampliam o sentido do verbo núcleo da oração.;(EF07LP09) Identificar, em textos lidos ou de produção própria, advérbios e locuções adverbiais que ampliam o sentido do verbo núcleo da oração.;;;Apropriar-se da linguagem escrita, reco- nhecendo-a como forma de interação nos diferentes campos de atuação na vida social e utilizando-a para ampliar suas possibilidades de participar da cultura letrada de construir conhecimentos (inclusive escolares), e de se envolver com maior autonomia e protagonismo na vida social.
7º;TODOS OS CAMPOS DE ATUAÇÃO;Análise linguísti- ca/semiótica;Morfossintaxe;Utilização, ao produzir texto, de conhecimentos linguísticos e gra- maticais: modos e tempos verbais, concordância nominal e verbal, pontuação etc.;(EF07LP10) Utilizar, ao produzir texto, conhecimentos linguísticos e gramaticais: modos e tempos verbais, concordância nominal e verbal, pontuação etc.;;;Apropriar-se da linguagem escrita, reco- nhecendo-a como forma de interação nos diferentes campos de atuação na vida social e utilizando-a para ampliar suas possibilidades de participar da cultura letrada de construir conhecimentos (inclusive escolares), e de se envolver com maior autonomia e protagonismo na vida social.
7º;TODOS OS CAMPOS DE ATUAÇÃO;Análise linguísti- ca/semiótica;Morfossintaxe;"Identificação, em textos lidos ou de produção própria, de períodos compostos nos quais duas orações são conectadas por vírgula, ou por
conjunções que expressem soma de sentido (conjunção “e”) ou oposição de sentidos (conjunções “mas”, “porém”).";(EF07LP11) Identificar, em textos lidos ou de produção própria, períodos compostos nos quais duas orações são conectadas por vírgula, ou por conjunções que expressem soma de sentido (conjunção “e”) ou oposição de sentidos (conjunções “mas”, “porém”).;Introduz e consolida no 7 º ano;;Apropriar-se da linguagem escrita, reco- nhecendo-a como forma de interação nos diferentes campos de atuação na vida social e utilizando-a para ampliar suas possibilidades de participar da cultura letrada de construir conhecimentos (inclusive escolares), e de se envolver com maior autonomia e protagonismo na vida social.
7º;TODOS OS CAMPOS DE ATUAÇÃO;Análise linguísti- ca/semiótica;Semântica Coesão;"Reconhecimento de recursos de coe- são referencial: substituições lexicais (de substantivos por sinônimos)
ou pronominais (uso de pronomes anafóricos – pessoais, possessivos, demonstrativos).";(EF07LP12) Reconhecer recursos de coesão referencial: substitui- ções lexicais (de substantivos por sinônimos) ou pronominais (uso de pronomes anafóricos – pessoais, possessivos, demonstrativos).;;;Apropriar-se da linguagem escrita, reco- nhecendo-a como forma de interação nos diferentes campos de atuação na vida social e utilizando-a para ampliar suas possibilidades de participar da cultura letrada de construir conhecimentos (inclusive escolares), e de se envolver com maior autonomia e protagonismo na vida social.
7º;TODOS OS CAMPOS DE ATUAÇÃO;Análise linguísti- ca/semiótica;Coesão;Estabelecimento de relações entre partes do texto, identificando subs- tituições lexicais (de substantivos por sinônimos) ou pronominais (uso de pronomes anafóricos – pessoais, possessivos, demonstrativos), que contribuem para a continuidade do texto.;(EF07LP13) Estabelecer relações entre partes do texto, identifi- cando substituições lexicais (de substantivos por sinônimos) ou pronominais (uso de pronomes anafóricos – pessoais, possessivos, demonstrativos), que contribuem para a continuidade do texto.;;;Apropriar-se da linguagem escrita, reco- nhecendo-a como forma de interação nos diferentes campos de atuação na vida social e utilizando-a para ampliar suas possibilidades de participar da cultura letrada de construir conhecimentos (inclusive escolares), e de se envolver com maior autonomia e protagonismo na vida social.
7º;TODOS OS CAMPOS DE ATUAÇÃO;Análise linguísti- ca/semiótica;Modalização;Identificação, em textos, dos efeitos de sentido do uso de estratégias de modalização e argumentatividade.;(EF07LP14) Identificar, em textos, os efeitos de sentido do uso de estratégias de modalização e argumentatividade.;;;Reconhecer o texto como lugar de manifes- tação e negociação de sentidos, valores e ideologias.
8º;CAMPO JORNALÍSTICO/ MIDIÁTICO;Leitura;"Reconstrução do contexto de produção, circulação e
recepção de textos Caracterização do campo jornalístico e relação entre
os gêneros em circulação, mídias e práticas da cultura digital";Identificação e comparação de várias editorias de jornais impressos e digi- tais e de sites noticiosos, de forma a refletir sobre os tipos de fato que são noticiados e comentados, das escolhas sobre o que noticiar e o que não noticiar e do destaque/enfoque dado e a fidedignidade da informação.;"(EF08LP01) Identificar e comparar as várias editorias de jornais impressos e digitais e de sites noticiosos, de forma a refletir sobre os tipos de fato que são noticiados e comentados, as escolhas sobre o que noticiar e o que não noticiar
e o destaque/enfoque dado e a fidedignidade da informação.";;;Reconhecer o texto como lugar de manifes- tação e negociação de sentidos, valores e ideologias.
8º;CAMPO JORNALÍSTICO/ MIDIÁTICO;Leitura;Relação entre textos;Justificativa de diferenças ou seme- lhanças no tratamento dado a uma mesma informação veiculada em textos diferentes, consultando sites e serviços de checadores de fatos.;"(EF08LP02) Justificar diferenças ou semelhanças no tratamento dado a uma mesma informação veiculada em textos diferentes, consultando sites e serviços de checadores
de fatos.";;(EF09ER05);Reconhecer o texto como lugar de manifes- tação e negociação de sentidos, valores e ideologias.
8º;CAMPO JORNALÍSTICO/ MIDIÁTICO;Produção de textos;"Textualização de textos
argumentativos e apreciativos";Produção de artigos de opinião, con- siderando o contexto de produção, a defesa de um ponto de vista, utilizan- do argumentos e contra-argumentos e articuladores de coesão que marquem relações de oposição, contraste, exemplificação, ênfase.;(EF08LP03) Produzir artigos de opinião, tendo em vista o contexto de produção dado, a defesa de um ponto de vista, utilizando argumentos e contra-argumentos e articuladores de coesão que marquem relações de oposição, contraste, exemplificação, ênfase.;;;Reconhecer o texto como lugar de manifes- tação e negociação de sentidos, valores e ideologias.
8º;TODOS OS CAMPOS DE ATUAÇÃO;Análise linguísti- ca/semiótica;Fono-ortografia;Utilização, ao produzir texto, de conhecimentos linguísticos e grama- ticais: ortografia, regências e concor- dâncias nominais e verbal, modos e tempos verbais, pontuação etc.;(EF08LP04) Utilizar, ao produzir texto, conhecimentos linguísticos e gramaticais: ortografia, regências e concordâncias nominais e verbal, modos e tempos verbais, pontua- ção etc.;;;Apropriar-se da linguagem escrita, reco- nhecendo-a como forma de interação nos diferentes campos de atuação da vida social e utilizando-a para ampliar suas possibilidades de participar da cultura letrada, de construir conhecimentos (inclusive escolares) e de se envolver com maior autonomia e protagonismo na vida social.
8º;TODOS OS CAMPOS DE ATUAÇÃO;Análise linguísti- ca/ semiótica;Léxico/morfologia;Análise de processos de formação de palavras por composição (aglutinação e justaposição), apropriando-se de regras básicas de uso do hífen em palavras compostas.;(EF08LP05) Analisar processos de formação de palavras por compo- sição (aglutinação e justaposição), apropriando-se de regras básicas de uso do hífen em palavras compostas.;;;Apropriar-se da linguagem escrita, reco- nhecendo-a como forma de interação nos diferentes campos de atuação da vida social e utilizando-a para ampliar suas possibilidades de participar da cultura letrada, de construir conhecimentos (inclusive escolares) e de se envolver com maior autonomia e protagonismo na vida social.
8º;TODOS OS CAMPOS DE ATUAÇÃO;Análise linguísti- ca/semiótica;Morfossintaxe;"Identificação, em textos lidos ou de produção própria, dos termos
constitutivos da oração (sujeito e seus modificadores, verbo e seus comple- mentos e modificadores).";(EF08LP06) Identificar, em textos lidos ou de produção própria, os termos constitutivos da oração (sujeito e seus modificadores, verbo e seus complementos e modificadores).;Introduz e consolida o complemento no 8º ano.;;Apropriar-se da linguagem escrita, reco- nhecendo-a como forma de interação nos diferentes campos de atuação da vida social e utilizando-a para ampliar suas possibilidades de participar da cultura letrada, de construir conhecimentos (inclusive escolares) e de se envolver com maior autonomia e protagonismo na vida social.
8º;TODOS OS CAMPOS DE ATUAÇÃO;Análise linguísti- ca/semiótica;Morfossintaxe;Diferenciação, em textos lidos ou de produção própria, de complementos diretos e indiretos de verbos transi- tivos, apropriando-se da regência de verbos de uso frequente.;"(EF08LP07) Diferenciar, em textos lidos ou de produção própria, complementos diretos e indiretos de verbos transitivos, apropriando-
-se da regência de verbos de uso frequente.";EF08LP07 EF09LP07;;Apropriar-se da linguagem escrita, reco- nhecendo-a como forma de interação nos diferentes campos de atuação da vida social e utilizando-a para ampliar suas possibilidades de participar da cultura letrada, de construir conhecimentos (inclusive escolares) e de se envolver com maior autonomia e protagonismo na vida social.
8º;TODOS OS CAMPOS DE ATUAÇÃO;Análise linguísti- ca/semiótica;Morfossintaxe;Identificação, em textos lidos ou de produção própria, de verbos na voz ativa e na voz passiva, interpretando os efeitos de sentido de sujeito ativo e passivo (agente da passiva).;(EF08LP08) Identificar, em textos lidos ou de produção própria, ver- bos na voz ativa e na voz passiva, interpretando os efeitos de sentido de sujeito ativo e passivo (agente da passiva).;;;Apropriar-se da linguagem escrita, reco- nhecendo-a como forma de interação nos diferentes campos de atuação na vida social e utilizando-a para ampliar suas possibilidades de participar da cultura letrada de construir conhecimentos (inclusive escolares), e de se envolver cm maior autonomia e protagonismo na vida social.
8º;TODOS OS CAMPOS DE ATUAÇÃO;Análise linguísti- ca/semiótica;Morfossintaxe;"Interpretação de efeitos de sentido de modificadores (adjuntos adnomi- nais – artigos definido ou indefinido, adjetivos, expressões adjetivas) em
substantivos com função de sujeito ou de complemento verbal, usando-os para enriquecer seus próprios textos.";(EF08LP09) Interpretar efeitos de sentido de modificadores (adjuntos adnominais – artigos definido ou indefinido, adjetivos, expressões adjetivas) em substantivos com função de sujeito ou de comple- mento verbal, usando-os para enriquecer seus próprios textos.;;;Apropriar-se da linguagem escrita, reco- nhecendo-a como forma de interação nos diferentes campos de atuação na vida social e utilizando-a para ampliar suas possibilidades de participar da cultura letrada de construir conhecimentos (inclusive escolares), e de se envolver cm maior autonomia e protagonismo na vida social.
8º;TODOS OS CAMPOS DE ATUAÇÃO;Análise linguísti- ca/semiótica;Morfossintaxe;"Interpretação, em textos lidos ou de produção própria, de efeitos de sentido de modificadores do verbo (adjuntos adverbiais – advérbios e expressões adverbiais), usando-os
para enriquecer seus próprios textos.";(EF08LP10) Interpretar, em textos lidos ou de produção própria, efeitos de sentido de modificadores do verbo (adjuntos adverbiais – advérbios e expressões adverbiais), usando-os para enriquecer seus próprios textos.;;;Apropriar-se da linguagem escrita, reco- nhecendo-a como forma de interação nos diferentes campos de atuação da vida social e utilizando-a para ampliar suas possibilidades de participar da cultura letrada, de construir conhecimentos (inclusive escolares), e de se envolver cm maior autonomia e protagonismo na vida social.
8º;TODOS OS CAMPOS DE ATUAÇÃO;Análise linguísti- ca/semiótica;Morfossintaxe;Identificação, em textos lidos ou de produção própria, de agrupamento de orações em períodos, diferenciando coordenação de subordinação.;(EF08LP11) Identificar, em textos lidos ou de produção própria, agru- pamento de orações em períodos, diferenciando coordenação de subordinação.;;;Apropriar-se da linguagem escrita, reco- nhecendo-a como forma de interação nos diferentes campos de atuação da vida social e utilizando-a para ampliar suas possibilidades de participar da cultura letrada, de construir conhecimentos (inclusive escolares), e de se envolver cm maior autonomia e protagonismo na vida social.
8º;TODOS OS CAMPOS DE ATUAÇÃO;Análise linguísti- ca/semiótica;Morfossintaxe;Identificação, em textos lidos, das orações subordinadas com conjunções de uso frequente, incorporando-as às suas próprias produções.;(EF08LP12) Identificar, em textos lidos, orações subordinadas com conjunções de uso frequente, incorporando-as às suas próprias produções.;;;Apropriar-se da linguagem escrita, reco- nhecendo-a como forma de interação nos diferentes campos de atuação da vida social e utilizando-a para ampliar suas possibilidades de participar da cultura letrada, de construir conhecimentos (inclusive escolares) e de se envolver com maior autonomia e protagonismo na vida social.
8º;TODOS OS CAMPOS DE ATUAÇÃO;Análise linguísti- ca/semiótica;Morfossintaxe;Inferimento de efeitos de sentido decorrentes do uso de recursos de coesão sequencial: conjunções e articuladores textuais.;(EF08LP13) Inferir efeitos de senti- do decorrentes do uso de recursos de coesão sequencial: conjunções e articuladores textuais.;;;"Apropriar-se da linguagem escrita, apropriar-se da linguagem escrita, reconhecendo-a como forma de interação nos diferentes campos
de atuação na vida social e utilizando-a para ampliar suas possibilidades de participar da cultura letrada de construir conhecimentos (in- clusive escolares), e de se envolver com maior autonomia e protagonismo na vida social."
8º;TODOS OS CAMPOS DE ATUAÇÃO;Análise linguísti- ca/semiótica;Semântica;"Utilização, na produção de texto, de recursos de coesão sequencial
(articuladores) e referencial (léxica e pronominal), de construções passivas e impessoais, de discurso direto e indireto e de outros recursos expressi- vos adequados ao gênero textual.";(EF08LP14) Utilizar, ao produzir texto, recursos de coesão sequen- cial (articuladores) e referencial (léxica e pronominal), construções passivas e impessoais, discurso direto e indireto e outros recursos expressivos adequados ao gênero textual.;;;Apropriar-se da linguagem escrita, reco- nhecendo-a como forma de interação nos diferentes campos de atuação na vida social e utilizando-a para ampliar suas possibilidades de participar da cultura letrada de construir conhecimentos (inclusive escolares), e de se envolver com maior autonomia e protagonismo na vida social.
8º;TODOS OS CAMPOS DE ATUAÇÃO;Análise linguísti- ca/semiótica;Coesão;Estabelecimento de relações entre partes do texto, identificando o antecedente de um pronome relativo ou o referente comum de uma cadeia de substituições lexicais.;"(EF08LP15) Estabelecer relações entre partes do texto, identificando o antecedente de um pronome relativo ou o referente comum
de uma cadeia de substituições lexicais.";;;Apropriar-se da linguagem escrita, reco- nhecendo-a como forma de interação nos diferentes campos de atuação na vida social e utilizando-a para ampliar suas possibilidades de participar da cultura letrada de construir conhecimentos (inclusive escolares), e de se envolver com maior autonomia e protagonismo na vida social.
8º;TODOS OS CAMPOS DE ATUAÇÃO;Análise linguísti- ca/semiótica;Modalização;Explicação dos efeitos de sentidos do uso, em textos, de estratégias de mo- dalização e argumentatividade (sinais de pontuação, adjetivos, substantivos, expressões de grau, verbos e perífra- ses verbais, advérbios etc.).;(EF08LP16) Explicar os efeitos de sentido do uso, em textos, de estra- tégias de modalização e argumen- tatividade (sinais de pontuação, ad- jetivos, substantivos, expressões de grau, verbos e perífrases verbais, advérbios etc.).;;;Reconhecer o texto como lugar de manifes- tação e negociação de sentidos, valores e ideologias.
8º, 9º;CAMPO JORNALÍSTICO/ MIDIÁTICO;Leitura;"Reconstrução do contexto de produção, circulação e
recepção de textos Caracterização do campo jornalístico e relação entre
os gêneros em circulação, mídias e práticas da cultura digital";"Análise dos interesses que movem  o campo jornalístico, dos efeitos das novas tecnologias no campo e das condições que fazem da informação uma mercadoria, de forma a poder
desenvolver uma atitude crítica frente aos textos jornalísticos.";(EF89LP01) Analisar os interesses que movem o campo jornalístico, os efeitos das novas tecnologias no campo e as condições que fazem da informação uma mercadoria, de forma a poder desenvolver uma atitude crítica frente aos textos jornalísticos.;;(EF09GE08);Analisar informações, argumentos e opiniões manifestados em interações sociais e nos meios de comunicação, posicionando-se ética e criticamente em relação a conteúdos discriminatórios que ferem direitos humanos e ambientais.
8º, 9º;CAMPO JORNALÍSTICO/ MIDIÁTICO;Leitura;"Reconstrução do contexto de produção, circulação e
recepção de textos Caracterização do campo jornalístico e relação entre
os gêneros em circulação, mídias e práticas da cultura digital";"Análise de diferentes práticas (curtir, compartilhar, comentar, curar etc.) e de textos pertencentes a diferentes gêneros da cultura digital (meme, gif, comentário, charge digital etc.)
envolvidos no trato com a informação e opinião, de forma a possibilitar uma presença mais crítica e ética nas redes.";"(EF89LP02) Analisar diferentes prá- ticas (curtir, compartilhar, comentar, curar etc.) e textos pertencentes a diferentes gêneros da cultura digi- tal (meme, gif, comentário, charge digital etc.) envolvidos no trato com a informação e opinião, de forma
a possibilitar uma presença mais crítica e ética nas redes.";;(EF09GE08);"Mobilizar práticas da cultura digital, diferentes linguagens, mídias e ferramentas digitais
para expandir as formas de produzir sentidos (nos processos de compreensão e produção), aprender e refletir sobre o mundo e realizar diferentes projetos autorais."
8º, 9º;CAMPO JORNALÍSTICO/ MIDIÁTICO;Leitura;Estratégia de leitura: apreender os sentidos globais do texto Apreciação e réplica;Análise de textos de opinião (artigos de opinião, editoriais, cartas de leitores, comentários, posts de blog e de redes sociais, charges, memes, gifs etc.) e posicionamento de forma críti- ca e fundamentada, ética e respeitosa frente a fatos e opiniões relacionados a esses textos.;(EF89LP03) Analisar textos de opi- nião (artigos de opinião, editoriais, cartas de leitores, comentários, posts de blog e de redes sociais, charges, memes, gifs etc.) e posicionar-se de forma crítica e fundamentada, ética e respeitosa frente a fatos e opiniões relaciona- dos a esses textos.;;(EF07CI09) (EF07CI11) (EF8ER06);Reconhecer o texto como lugar de manifes- tação e negociação de sentidos, valores e ideologias.
8º, 9º;CAMPO JORNALÍSTICO/ MIDIÁTICO;Leitura;Estratégia de leitura: apreender os sentidos globais do texto Apreciação e réplica;"Identificação e avaliação de teses/ opiniões/posicionamentos explícitos e implícitos, argumentos e contra-ar- gumentos em textos argumentativos
do campo (carta de leitor, comentário, artigo de opinião, resenha crítica etc.), posicionando-se frente à questão controversa de forma sustentada.";(EF89LP04) Identificar e avaliar teses/opiniões/posicionamentos explícitos e implícitos, argumentos e contra-argumentos em textos argumentativos do campo (carta de leitor, comentário, artigo de opinião, resenha crítica etc.), posicionando-se frente à questão controversa de forma sustentada.;;;Analisar informações, argumentos e opiniões manifestados em interações sociais e nos meios de comunicação, posicionando-se ética e criticamente em relação a conteúdos discriminatórios que ferem direitos humanos e ambientais.
8º, 9º;CAMPO JORNALÍSTICO/ MIDIÁTICO;Leitura;Efeitos de sentido;Análise do efeito de sentido produ- zido pelo uso, em textos, de recurso a formas de apropriação textual (paráfrases, citações, discurso direto, indireto ou indireto livre).;(EF89LP05) Analisar o efeito de sentido produzido pelo uso, em textos, de recurso a formas de apropriação textual (paráfrases, citações, discurso direto, indireto ou indireto livre).;;;Compreender a língua como fenômeno cultural, histórico, social, variável, heterogêneo e sensível aos contextos de uso, reconhecen- do-a como meio de construção de identidades de seus usuários e da comunidade a que pertencem.
8º, 9º;CAMPO JORNALÍSTICO/ MIDIÁTICO;Leitura;Efeitos de sentido;Análise do uso de recursos per- suasivos em textos argumentativos diversos (como a elaboração do título, escolhas lexicais, construções metafó- ricas, a explicitação ou a ocultação de fontes de informação) e seus efeitos de sentido e seus efeitos de sentido.;(EF89LP06) Analisar o uso de recursos persuasivos em textos argumentativos diversos (como  a elaboração do título, escolhas lexicais, construções metafóricas, a explicitação ou a ocultação de fontes de informação) e seus efeitos de sentido.;;;Analisar informações, argumentos e opiniões manifestados em interações sociais e nos meios de comunicação, posicionando-se ética e criticamente em relação a conteúdos discriminatórios que ferem direitos humanos e ambientais.
8º, 9º;CAMPO JORNALÍSTICO/ MIDIÁTICO;Leitura;Efeitos de sentido Exploração da multissemiose;Análise em notícias, reportagens e peças publicitárias em várias mídias, dos efeitos de sentido devidos ao tratamento e à composição dos elementos nas imagens em movimen- to, à performance, à montagem feita (ritmo, duração e sincronização entre as linguagens – complementaridades, interferências etc.) e ao ritmo, melo- dia, instrumentos e sampleamentos das músicas e efeitos sonoros.;"(EF89LP07) Analisar, em notícias, reportagens e peças publicitárias em várias mídias, os efeitos de sentido devidos ao tratamento
e à composição dos elementos nas imagens em movimento, à performance, à montagem feita (ritmo, duração e sincronização entre as linguagens – comple- mentaridades, interferências etc.) e ao ritmo, melodia, instrumentos e sampleamentos das músicas e efeitos sonoros.";;;Reconhecer o texto como lugar de manifes- tação e negociação de sentidos, valores e ideologias.
8º, 9º;CAMPO JORNALÍSTICO/ MIDIÁTICO;Produção de textos;Estratégia de produção: planejamento de textos informativos;Planejamento da reportagem im- pressa e em outras mídias (rádio ou TV/vídeo, sites), tendo em vista as condições de produção do texto – ob- jetivo, leitores/espectadores, veículos  e mídia de circulação etc. – a partir da escolha do fato a ser aprofundado ou do tema a ser focado (de relevância para a turma, escola ou comunidade), do levantamento de dados e informa- ções sobre o fato ou tema – que pode envolver entrevistas com envolvidos ou com especialistas, consultas a fontes diversas, análise de documen- tos, cobertura de eventos etc. -, do registro dessas informações e dados, da escolha de fotos ou imagens a pro- duzir ou a utilizar etc., da produção de infográficos, quando for o caso, e da organização hipertextual (no caso a publicação em sites ou blogs noticio- sos ou mesmo de jornais impressos, por meio de boxes variados).;"(EF89LP08) Planejar reportagem impressa e em outras mídias (rádio ou TV/vídeo, sites), tendo em vista as condições de produção do texto – objetivo, leitores/espectadores, veículos e mídia de circulação
etc. – a partir da escolha do fato a ser aprofundado ou do tema a ser focado (de relevância para a turma, escola ou comunidade), do levan- tamento de dados e informações sobre o fato ou tema – que pode envolver entrevistas com envolvi- dos ou com especialistas, consultas a fontes diversas, análise de documentos, cobertura de eventos etc. -, do registro dessas informa- ções e dados, da escolha de fotos ou imagens a produzir ou a utilizar etc., da produção de infográficos, quando for o caso, e da organiza- ção hipertextual (no caso a publica- ção em sites ou blogs noticiosos ou mesmo de jornais impressos, por meio de boxes variados).";;(EF07MA36);Apropriar-se da linguagem escrita, reco- nhecendo-a como forma de interação nos diferentes campos de atuação da vida social e utilizando-a para ampliar suas possibilidades de participar da cultura letrada, de construir conhecimentos (inclusive escolares) e de se envolver com maior autonomia e protagonismo na vida social.
8º, 9º;CAMPO JORNALÍSTICO/ MIDIÁTICO;Produção de textos;Estratégia de produção: textualização de textos informativos;"Produção da reportagem impressa, com título, linha fina (optativa), organização composicional (expositiva, interpretativa e/ou opinativa), progressão temática
e uso de recursos linguísticos compatíveis com as escolhas feitas e reportagens multimidiáticas, tendo em vista as condições de produção, as características do gênero, os recursos e mídias disponíveis, sua organização hipertextual e o manejo adequado
de recursos de captação e edição de áudio e imagem e adequação à norma-padrão.";(EF89LP09) Produzir reportagem impressa, com título, linha fina (optativa), organização composi- cional (expositiva, interpretativa e/ ou opinativa), progressão temática e uso de recursos linguísticos compatíveis com as escolhas feitas e reportagens multimidiáticas, tendo em vista as condições de produção, as características do gênero, os recursos e mídias disponíveis, sua organização hipertextual e o manejo adequado de recursos de captação e edição de áudio e imagem e adequação à norma-padrão.;;;Compreender a língua como fenômeno cultural, histórico, social, variável, heterogêneo e sensível aos contextos de uso, reconhecen- do-a como meio de construção de identidades de seus usuários e da comunidade a que pertencem.
